,cosine_to_orig,embeddings_rank,from_clipping,from_original_token,from_split,norms_seen,spellcheck_rank,in_lexicon,length,same_order,orig_norms_seen,orig_in_lexicon,orig_same_order,orig_length,correct,raw_tok_index
weds,0.17170797288417816,,1.0,,,,,1.0,4,1.0,55.0,1.0,1.0,2.0,,2_17
wee,0.2795078456401825,,1.0,,,,3.0,1.0,3,1.0,55.0,1.0,1.0,2.0,,2_17
wee's,0.1584167629480362,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
weed,0.2508275508880615,,1.0,,,,,1.0,4,1.0,55.0,1.0,1.0,2.0,,2_17
weed's,0.26527348160743713,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
weeded,0.3270624577999115,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
weeder,0.209381565451622,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
weeder's,,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
weeders,0.40635091066360474,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weedier,,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weediest,,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
weeding,0.2996870279312134,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weeds,0.2881898283958435,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
weedy,0.1935434639453888,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
weeing,0.10493162274360657,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
week,0.398476779460907,,1.0,,,,,1.0,4,1.0,55.0,1.0,1.0,2.0,,2_17
week's,0.34022974967956543,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
weekday,0.2161112278699875,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weekday's,0.3202740252017975,,1.0,,,,,1.0,9,1.0,55.0,1.0,1.0,2.0,,2_17
weekdays,0.21194466948509216,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
weekend,0.37446877360343933,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weekend's,0.3163473904132843,,1.0,,,,,1.0,9,1.0,55.0,1.0,1.0,2.0,,2_17
weekended,0.4526764750480652,,1.0,,,,,1.0,9,1.0,55.0,1.0,1.0,2.0,,2_17
weekending,0.2766529619693756,,1.0,,,,,1.0,10,1.0,55.0,1.0,1.0,2.0,,2_17
weekends,0.287090539932251,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
weeklies,0.26553571224212646,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
weekly,0.33739525079727173,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
weekly's,0.355882465839386,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
weeknight,0.2044111043214798,,1.0,,,,,1.0,9,1.0,55.0,1.0,1.0,2.0,,2_17
weeknight's,,,1.0,,,,,1.0,11,1.0,55.0,1.0,1.0,2.0,,2_17
weeknights,0.23613213002681732,,1.0,,,,,1.0,10,1.0,55.0,1.0,1.0,2.0,,2_17
weeks,0.3900499939918518,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
weeks's,0.2678830027580261,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weenie,0.1494731903076172,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
weenies,0.2565544843673706,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weep,0.2961406707763672,,1.0,,,,,1.0,4,1.0,55.0,1.0,1.0,2.0,,2_17
weep's,,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
weeper,0.348872572183609,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
weeper's,,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
weepers,0.23032395541667938,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weepier,,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weepies,0.3124970495700836,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weepiest,,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
weeping,0.2939198613166809,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weepings,,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
weeps,0.19534626603126526,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
weepy,0.281461626291275,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
weepy's,,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weer,0.03030591458082199,,1.0,,,,,1.0,4,1.0,55.0,1.0,1.0,2.0,,2_17
wees,0.1114950031042099,,1.0,,,,,1.0,4,1.0,55.0,1.0,1.0,2.0,,2_17
weest,0.462181031703949,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
weevil,0.2889656722545624,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
weevil's,,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
weevils,0.3678373694419861,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weft,0.23465080559253693,,1.0,,,,,1.0,4,1.0,55.0,1.0,1.0,2.0,,2_17
weft's,,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
wefts,0.27099448442459106,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
wehrmacht,0.337262362241745,,1.0,,,,,1.0,9,1.0,55.0,1.0,1.0,2.0,,2_17
wehrmacht's,,,1.0,,,,,1.0,11,1.0,55.0,1.0,1.0,2.0,,2_17
wei,0.22557559609413147,,1.0,,,,,1.0,3,1.0,55.0,1.0,1.0,2.0,,2_17
wei's,0.24111923575401306,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
weierstrass,,,1.0,,,,,1.0,11,1.0,55.0,1.0,1.0,2.0,,2_17
weierstrass's,,,1.0,,,,,1.0,13,1.0,55.0,1.0,1.0,2.0,,2_17
weigh,0.23651282489299774,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
weigh's,,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weighed,0.20968417823314667,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weighing,0.24569402635097504,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
weighs,0.15663252770900726,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
weight,0.24622206389904022,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
weight's,0.19787046313285828,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
weighted,0.2724626660346985,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
weightier,0.365052729845047,,1.0,,,,,1.0,9,1.0,55.0,1.0,1.0,2.0,,2_17
weightiest,,,1.0,,,,,1.0,10,1.0,55.0,1.0,1.0,2.0,,2_17
weightiness,,,1.0,,,,,1.0,11,1.0,55.0,1.0,1.0,2.0,,2_17
weightiness's,,,1.0,,,,,1.0,13,1.0,55.0,1.0,1.0,2.0,,2_17
weighting,0.20449814200401306,,1.0,,,,,1.0,9,1.0,55.0,1.0,1.0,2.0,,2_17
weightless,0.2724071443080902,,1.0,,,,,1.0,10,1.0,55.0,1.0,1.0,2.0,,2_17
weightlessness,0.277664452791214,,1.0,,,,,1.0,14,1.0,55.0,1.0,1.0,2.0,,2_17
weightlessness's,,,1.0,,,,,1.0,16,1.0,55.0,1.0,1.0,2.0,,2_17
weightlifter,0.014436120167374611,,1.0,,,,,1.0,12,1.0,55.0,1.0,1.0,2.0,,2_17
weightlifter's,0.2040385901927948,,1.0,,,,,1.0,14,1.0,55.0,1.0,1.0,2.0,,2_17
weightlifters,0.2186330258846283,,1.0,,,,,1.0,13,1.0,55.0,1.0,1.0,2.0,,2_17
weightlifting,0.08852586895227432,,1.0,,,,,1.0,13,1.0,55.0,1.0,1.0,2.0,,2_17
weightlifting's,,,1.0,,,,,1.0,15,1.0,55.0,1.0,1.0,2.0,,2_17
weights,0.17945127189159393,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weighty,0.31815865635871887,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weill,0.4511306583881378,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
weill's,,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weinberg,0.290637344121933,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
weinberg's,,,1.0,,,,,1.0,10,1.0,55.0,1.0,1.0,2.0,,2_17
weir,0.17434319853782654,,1.0,,,,,1.0,4,1.0,55.0,1.0,1.0,2.0,,2_17
weir's,,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
weird,0.35620519518852234,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
weirder,0.2457941621541977,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weirdest,0.11549405753612518,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
weirdly,0.25199028849601746,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weirdness,0.2044483721256256,,1.0,,,,,1.0,9,1.0,55.0,1.0,1.0,2.0,,2_17
weirdness's,,,1.0,,,,,1.0,11,1.0,55.0,1.0,1.0,2.0,,2_17
weirdo,0.18043921887874603,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
weirdo's,0.14905059337615967,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
weirdos,0.32576295733451843,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weirs,0.25313299894332886,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
weirton,0.20272840559482574,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weirton's,,,1.0,,,,,1.0,9,1.0,55.0,1.0,1.0,2.0,,2_17
weiss,0.08191342651844025,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
weiss's,,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weissmuller,,,1.0,,,,,1.0,11,1.0,55.0,1.0,1.0,2.0,,2_17
weissmuller's,,,1.0,,,,,1.0,13,1.0,55.0,1.0,1.0,2.0,,2_17
weizmann,,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
weizmann's,,,1.0,,,,,1.0,10,1.0,55.0,1.0,1.0,2.0,,2_17
welcome,0.38292694091796875,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
welcome's,0.2554419934749603,,1.0,,,,,1.0,9,1.0,55.0,1.0,1.0,2.0,,2_17
welcomed,0.29266926646232605,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
welcomes,0.2271086424589157,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
welcoming,0.3321540653705597,,1.0,,,,,1.0,9,1.0,55.0,1.0,1.0,2.0,,2_17
weld,0.20056578516960144,,1.0,,,,,1.0,4,1.0,55.0,1.0,1.0,2.0,,2_17
weld's,,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
welded,0.21321730315685272,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
welder,0.15331260859966278,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
welder's,0.15714968740940094,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
welders,0.28040745854377747,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
welding,0.17024655640125275,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
weldon,0.1856786459684372,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
weldon's,,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
welds,0.2673533260822296,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
welfare,0.32487061619758606,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
welfare's,0.43043750524520874,,1.0,,,,,1.0,9,1.0,55.0,1.0,1.0,2.0,,2_17
welkin,0.3042941689491272,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
welkin's,,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
well,0.5139127373695374,,1.0,,,,,1.0,4,1.0,55.0,1.0,1.0,2.0,,2_17
well's,0.3410179316997528,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
welland,0.2945195138454437,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
welland's,,,1.0,,,,,1.0,9,1.0,55.0,1.0,1.0,2.0,,2_17
welled,0.23540493845939636,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
weller,0.20389418303966522,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
weller's,,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
welles,0.20318526029586792,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
welles's,,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
welling,0.2258596271276474,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
wellington,0.08922257274389267,,1.0,,,,,1.0,10,1.0,55.0,1.0,1.0,2.0,,2_17
wellington's,0.3416813313961029,,1.0,,,,,1.0,12,1.0,55.0,1.0,1.0,2.0,,2_17
wellingtons,0.15355850756168365,,1.0,,,,,1.0,11,1.0,55.0,1.0,1.0,2.0,,2_17
wells,0.2640681862831116,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
wells's,,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
wellspring,0.15870589017868042,,1.0,,,,,1.0,10,1.0,55.0,1.0,1.0,2.0,,2_17
wellspring's,,,1.0,,,,,1.0,12,1.0,55.0,1.0,1.0,2.0,,2_17
wellsprings,0.4127439260482788,,1.0,,,,,1.0,11,1.0,55.0,1.0,1.0,2.0,,2_17
welsh,0.1720534861087799,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
welsh's,,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
welshed,,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
welshes,,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
welshing,,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
welshman,0.2711981236934662,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
welshman's,,,1.0,,,,,1.0,10,1.0,55.0,1.0,1.0,2.0,,2_17
welshmen,,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
welshmen's,,,1.0,,,,,1.0,10,1.0,55.0,1.0,1.0,2.0,,2_17
welt,0.046968575567007065,,1.0,,,,,1.0,4,1.0,55.0,1.0,1.0,2.0,,2_17
welt's,,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
welted,0.1397807002067566,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
welter,0.3139437735080719,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
welter's,,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
weltered,,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
weltering,0.3957228660583496,,1.0,,,,,1.0,9,1.0,55.0,1.0,1.0,2.0,,2_17
welters,,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
welterweight,0.2179412543773651,,1.0,,,,,1.0,12,1.0,55.0,1.0,1.0,2.0,,2_17
welterweight's,,,1.0,,,,,1.0,14,1.0,55.0,1.0,1.0,2.0,,2_17
welterweights,0.3385637104511261,,1.0,,,,,1.0,13,1.0,55.0,1.0,1.0,2.0,,2_17
welting,,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
welts,0.16101352870464325,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
wen,0.15603278577327728,,1.0,,,,5.0,1.0,3,1.0,55.0,1.0,1.0,2.0,,2_17
wen's,0.24031025171279907,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
wenatchee,0.1189836859703064,,1.0,,,,,1.0,9,1.0,55.0,1.0,1.0,2.0,,2_17
wenatchee's,,,1.0,,,,,1.0,11,1.0,55.0,1.0,1.0,2.0,,2_17
wench,0.17684903740882874,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
wench's,0.3304465711116791,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
wenches,0.2951819896697998,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
wend,0.233427032828331,,1.0,,,,,1.0,4,1.0,55.0,1.0,1.0,2.0,,2_17
wended,0.41604530811309814,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
wendell,0.2911895215511322,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
wendell's,,,1.0,,,,,1.0,9,1.0,55.0,1.0,1.0,2.0,,2_17
wendi,0.13637617230415344,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
wendi's,,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
wending,0.2632829248905182,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
wends,0.2283211350440979,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
wendy,0.33168014883995056,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
wendy's,0.15230195224285126,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
wens,0.1425136923789978,,1.0,,,,,1.0,4,1.0,55.0,1.0,1.0,2.0,,2_17
went,0.37280189990997314,,1.0,,,,,1.0,4,1.0,55.0,1.0,1.0,2.0,,2_17
wept,0.34276148676872253,,1.0,,,,,1.0,4,1.0,55.0,1.0,1.0,2.0,,2_17
were,0.46928948163986206,,1.0,,,,,1.0,4,1.0,55.0,1.0,1.0,2.0,,2_17
weren't,0.3688730001449585,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
werewolf,0.1761326640844345,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
werewolf's,0.3022750914096832,,1.0,,,,,1.0,10,1.0,55.0,1.0,1.0,2.0,,2_17
werewolves,0.3452102541923523,,1.0,,,,,1.0,10,1.0,55.0,1.0,1.0,2.0,,2_17
wesak,0.1601014882326126,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
wesak's,,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
wesley,0.20508067309856415,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
wesley's,0.26959428191185,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
wesleyan,0.19570565223693848,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
wesleyan's,,,1.0,,,,,1.0,10,1.0,55.0,1.0,1.0,2.0,,2_17
wessex,0.3639955222606659,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
wessex's,,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
wesson,0.16793137788772583,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
wesson's,,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
west,0.2526281177997589,,1.0,,,,,1.0,4,1.0,55.0,1.0,1.0,2.0,,2_17
west's,0.14614532887935638,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
westbound,0.17776645720005035,,1.0,,,,,1.0,9,1.0,55.0,1.0,1.0,2.0,,2_17
westerlies,0.32260310649871826,,1.0,,,,,1.0,10,1.0,55.0,1.0,1.0,2.0,,2_17
westerly,0.2382485717535019,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
westerly's,,,1.0,,,,,1.0,10,1.0,55.0,1.0,1.0,2.0,,2_17
western,0.3381633758544922,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
western's,0.2608487606048584,,1.0,,,,,1.0,9,1.0,55.0,1.0,1.0,2.0,,2_17
westerner,0.31269097328186035,,1.0,,,,,1.0,9,1.0,55.0,1.0,1.0,2.0,,2_17
westerner's,,,1.0,,,,,1.0,11,1.0,55.0,1.0,1.0,2.0,,2_17
westerners,0.4897589087486267,,1.0,,,,,1.0,10,1.0,55.0,1.0,1.0,2.0,,2_17
westernize,0.48250025510787964,,1.0,,,,,1.0,10,1.0,55.0,1.0,1.0,2.0,,2_17
westernized,0.3684111535549164,,1.0,,,,,1.0,11,1.0,55.0,1.0,1.0,2.0,,2_17
westernizes,,,1.0,,,,,1.0,11,1.0,55.0,1.0,1.0,2.0,,2_17
westernizing,,,1.0,,,,,1.0,12,1.0,55.0,1.0,1.0,2.0,,2_17
westernmost,0.2656968832015991,,1.0,,,,,1.0,11,1.0,55.0,1.0,1.0,2.0,,2_17
westerns,0.18919579684734344,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
westinghouse,0.24545152485370636,,1.0,,,,,1.0,12,1.0,55.0,1.0,1.0,2.0,,2_17
westinghouse's,,,1.0,,,,,1.0,14,1.0,55.0,1.0,1.0,2.0,,2_17
westminster,0.2386622279882431,,1.0,,,,,1.0,11,1.0,55.0,1.0,1.0,2.0,,2_17
westminster's,,,1.0,,,,,1.0,13,1.0,55.0,1.0,1.0,2.0,,2_17
weston,0.192540243268013,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
weston's,0.28117260336875916,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
westphalia,,,1.0,,,,,1.0,10,1.0,55.0,1.0,1.0,2.0,,2_17
westphalia's,,,1.0,,,,,1.0,12,1.0,55.0,1.0,1.0,2.0,,2_17
wests,0.19304266571998596,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
westward,0.2693629562854767,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
westwards,0.2932753264904022,,1.0,,,,,1.0,9,1.0,55.0,1.0,1.0,2.0,,2_17
wet,0.22439761459827423,,1.0,,,,6.0,1.0,3,1.0,55.0,1.0,1.0,2.0,,2_17
wet's,,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
wetback,0.14700599014759064,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
wetback's,,,1.0,,,,,1.0,9,1.0,55.0,1.0,1.0,2.0,,2_17
wetbacks,0.3135138750076294,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
wetland,0.3230639100074768,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
wetland's,,,1.0,,,,,1.0,9,1.0,55.0,1.0,1.0,2.0,,2_17
wetlands,0.3908216655254364,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
wetly,0.25335168838500977,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
wetness,0.11990681290626526,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
wetness's,,,1.0,,,,,1.0,9,1.0,55.0,1.0,1.0,2.0,,2_17
wets,0.01207663118839264,,1.0,,,,,1.0,4,1.0,55.0,1.0,1.0,2.0,,2_17
wetter,0.1528388261795044,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
wettest,0.17582948505878448,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
wetting,0.17011797428131104,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
wetware,0.37715625762939453,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
wetwares,,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
weyden,,,1.0,,,,,1.0,6,1.0,55.0,1.0,1.0,2.0,,2_17
weyden's,,,1.0,,,,,1.0,8,1.0,55.0,1.0,1.0,2.0,,2_17
wezen,0.041938599199056625,,1.0,,,,,1.0,5,1.0,55.0,1.0,1.0,2.0,,2_17
wezen's,,,1.0,,,,,1.0,7,1.0,55.0,1.0,1.0,2.0,,2_17
woe,0.224142923951149,,,,,,8.0,1.0,3,1.0,55.0,1.0,1.0,2.0,,2_17
wt,0.22445762157440186,,,,,,12.0,,2,,55.0,1.0,1.0,2.0,,2_17
you,0.7508746981620789,1.0,,,,,,1.0,3,,55.0,1.0,1.0,2.0,,2_17
deed,0.16543561220169067,,,,,,10.0,1.0,4,,34.0,1.0,1.0,4.0,,2_18
feed,0.3571217656135559,,,,,,14.0,1.0,4,,34.0,1.0,1.0,4.0,,2_18
geed,0.09308477491140366,,,,,,11.0,1.0,4,,34.0,1.0,1.0,4.0,,2_18
heed,0.40573328733444214,,,,,,13.0,1.0,4,,34.0,1.0,1.0,4.0,,2_18
kneed,0.22796881198883057,,,,,,6.0,1.0,5,1.0,34.0,1.0,1.0,4.0,,2_18
meed,0.7497414350509644,2.0,,,,,1.0,,4,,34.0,1.0,1.0,4.0,,2_18
ne ed,,,,,1.0,,,,5,1.0,34.0,1.0,1.0,4.0,,2_18
nee,0.2751125991344452,,,,,,3.0,,3,,34.0,1.0,1.0,4.0,,2_18
need,1.0,,1.0,1.0,,34.0,0.0,1.0,4,1.0,34.0,1.0,1.0,4.0,1.0,2_18
need's,0.5476722717285156,,1.0,,,,,1.0,6,1.0,34.0,1.0,1.0,4.0,,2_18
needed,0.7540469765663147,1.0,1.0,,,,,1.0,6,1.0,34.0,1.0,1.0,4.0,,2_18
needful,0.40521201491355896,,1.0,,,,,1.0,7,1.0,34.0,1.0,1.0,4.0,,2_18
needier,0.4107840657234192,,1.0,,,,,1.0,7,1.0,34.0,1.0,1.0,4.0,,2_18
neediest,0.31479135155677795,,1.0,,,,,1.0,8,1.0,34.0,1.0,1.0,4.0,,2_18
neediness,0.26591384410858154,,1.0,,,,,1.0,9,1.0,34.0,1.0,1.0,4.0,,2_18
neediness's,,,1.0,,,,,1.0,11,1.0,34.0,1.0,1.0,4.0,,2_18
needing,0.7212890386581421,,1.0,,,,,1.0,7,1.0,34.0,1.0,1.0,4.0,,2_18
